timestamp;value
31/10/2019 00:00:09;25.50032
31/10/2019 00:00:17;21.21061
31/10/2019 00:00:26;16.92089
31/10/2019 00:00:35;12.63118
31/10/2019 00:00:43;8.341459
31/10/2019 00:00:52;4.051743
31/10/2019 00:01:00;0
31/10/2019 00:01:09;0
31/10/2019 00:01:18;0
31/10/2019 00:01:26;0
31/10/2019 00:01:35;0
31/10/2019 00:01:44;0
31/10/2019 00:01:52;0
31/10/2019 00:02:01;0.1262874
31/10/2019 00:02:10;1.264521
31/10/2019 00:02:18;2.402755
31/10/2019 00:02:27;3.540988
31/10/2019 00:02:36;4.679222
31/10/2019 00:02:44;5.817455
31/10/2019 00:02:53;6.955688
31/10/2019 00:03:01;8.230672
31/10/2019 00:03:10;10.19059
31/10/2019 00:03:19;12.15051
31/10/2019 00:03:27;14.11043
31/10/2019 00:03:36;16.07035
31/10/2019 00:03:45;18.03027
31/10/2019 00:03:53;19.99019
31/10/2019 00:04:02;20.82771
31/10/2019 00:04:11;17.72956
31/10/2019 00:04:19;14.63141
31/10/2019 00:04:28;11.53326
31/10/2019 00:04:36;8.435105
31/10/2019 00:04:45;5.336952
31/10/2019 00:04:54;2.2388
31/10/2019 00:05:02;0.1505233
31/10/2019 00:05:11;0.6931925
31/10/2019 00:05:20;1.235862
31/10/2019 00:05:28;1.778531
31/10/2019 00:05:37;2.3212
31/10/2019 00:05:46;2.863869
31/10/2019 00:05:54;3.406538
31/10/2019 00:06:03;3.949208
31/10/2019 00:06:12;4.491877
31/10/2019 00:06:20;5.034546
31/10/2019 00:06:29;5.577215
31/10/2019 00:06:37;6.119884
31/10/2019 00:06:46;6.662554
31/10/2019 00:06:55;7.205223
31/10/2019 00:07:03;8.738667
31/10/2019 00:07:12;11.83273
31/10/2019 00:07:21;14.9268
31/10/2019 00:07:29;18.02086
31/10/2019 00:07:38;21.11493
31/10/2019 00:07:47;24.209
31/10/2019 00:07:55;27.30306
31/10/2019 00:08:04;27.16915
31/10/2019 00:08:12;22.98975
31/10/2019 00:08:21;18.81034
31/10/2019 00:08:30;14.63094
31/10/2019 00:08:38;10.45153
31/10/2019 00:08:47;6.27213
31/10/2019 00:08:56;2.092726
31/10/2019 00:09:04;0
31/10/2019 00:09:13;0
31/10/2019 00:09:22;0
31/10/2019 00:09:30;0
31/10/2019 00:09:39;0
31/10/2019 00:09:48;0
31/10/2019 00:09:56;0
31/10/2019 00:10:05;0.023734
31/10/2019 00:10:13;0.066517
31/10/2019 00:10:22;0.1093
31/10/2019 00:10:31;0.152083
31/10/2019 00:10:39;0.194866
31/10/2019 00:10:48;0.2376491
31/10/2019 00:10:57;0.2804321
31/10/2019 00:11:05;2.132002
31/10/2019 00:11:14;5.138906
31/10/2019 00:11:23;8.145811
31/10/2019 00:11:31;11.15272
31/10/2019 00:11:40;14.15962
31/10/2019 00:11:48;17.16652
31/10/2019 00:11:57;20.17343
31/10/2019 00:12:06;19.14845
31/10/2019 00:12:14;16.09876
31/10/2019 00:12:23;13.04907
31/10/2019 00:12:32;9.999385
31/10/2019 00:12:40;6.949697
31/10/2019 00:12:49;3.90001
31/10/2019 00:12:58;0.850322
31/10/2019 00:13:06;0.4275775
31/10/2019 00:13:15;1.020466
31/10/2019 00:13:24;1.613354
31/10/2019 00:13:32;2.206242
31/10/2019 00:13:41;2.79913
31/10/2019 00:13:49;3.392018
31/10/2019 00:13:58;3.984906
31/10/2019 00:14:07;4.577794
31/10/2019 00:14:15;5.170682
31/10/2019 00:14:24;5.763571
31/10/2019 00:14:33;6.356459
31/10/2019 00:14:41;6.949347
31/10/2019 00:14:50;7.542235
31/10/2019 00:14:59;8.135123
