data; valor
30/10/2019 22:08:28;31,74991
30/10/2019 22:08:30;0
30/10/2019 22:10:00;0
30/10/2019 22:10:26;0
30/10/2019 22:10:27;146,58
30/10/2019 22:10:28;305,5286
30/10/2019 22:10:29;452,287
30/10/2019 22:10:30;577,2609
30/10/2019 22:10:31;682,6954
30/10/2019 22:10:32;777,0037
30/10/2019 22:10:33;862,4319
30/10/2019 22:10:34;937,58
30/10/2019 22:10:35;1.000,10
30/10/2019 22:10:36;1.052,53
30/10/2019 22:10:37;1.091,62
30/10/2019 22:10:38;1.123,05
30/10/2019 22:10:39;1.140,20
30/10/2019 22:10:40;1.163,46
30/10/2019 22:10:41;1.182,40
30/10/2019 22:10:42;1.200,59
30/10/2019 22:10:43;1.216,43
30/10/2019 22:10:44;1.230,02
30/10/2019 22:10:45;1.240,00
30/10/2019 22:10:46;1.246,37
30/10/2019 22:10:47;1.252,13
30/10/2019 22:10:49;1.260,11
30/10/2019 22:10:51;1.266,49
30/10/2019 22:10:52;1.270,19
30/10/2019 22:10:57;1.279,91
30/10/2019 22:11:02;1.281,29
30/10/2019 22:11:03;1.280,67
30/10/2019 22:11:08;1.281,67
30/10/2019 22:11:11;1.280,62
30/10/2019 22:11:12;1.282,00
30/10/2019 22:11:17;1.275,66
30/10/2019 22:11:18;1.205,23
30/10/2019 22:11:19;1.078,13
30/10/2019 22:11:20;946,8475
30/10/2019 22:11:21;820,2881
30/10/2019 22:11:22;692,3748
30/10/2019 22:11:23;554,9783
30/10/2019 22:11:24;422,1083
30/10/2019 22:11:25;324,2321
30/10/2019 22:11:26;252,6947
30/10/2019 22:11:27;222,9853
30/10/2019 22:11:28;191,1974
30/10/2019 22:11:29;171,7332
30/10/2019 22:11:30;154,3587
30/10/2019 22:11:31;130,4775
30/10/2019 22:11:32;102,7855
30/10/2019 22:11:33;75,56276
30/10/2019 22:11:34;53,36898
30/10/2019 22:11:35;39,65066
30/10/2019 22:11:36;33,54691
30/10/2019 22:11:37;32,02187
30/10/2019 22:11:39;0
30/10/2019 22:13:00;0
30/10/2019 22:14:00;0
30/10/2019 22:14:26;0
30/10/2019 22:14:27;153,3734
30/10/2019 22:14:28;316,9878
30/10/2019 22:14:29;456,2566
30/10/2019 22:14:30;576,9019
30/10/2019 22:14:31;683,4159
30/10/2019 22:14:32;751,0483
30/10/2019 22:14:33;839,6279
30/10/2019 22:14:34;917,8242
30/10/2019 22:14:35;985,0466
30/10/2019 22:14:36;1.043,13
30/10/2019 22:14:37;1.084,07
30/10/2019 22:14:38;1.119,51
30/10/2019 22:14:39;1.145,31
30/10/2019 22:14:40;1.169,39
30/10/2019 22:14:41;1.189,29
30/10/2019 22:14:42;1.207,30
30/10/2019 22:14:43;1.222,37
30/10/2019 22:14:44;1.234,99
30/10/2019 22:14:45;1.245,24
30/10/2019 22:14:46;1.252,63
30/10/2019 22:14:47;1.257,96
30/10/2019 22:14:50;1.269,53
30/10/2019 22:14:52;1.275,13
30/10/2019 22:14:56;1.281,64
30/10/2019 22:14:57;1.282,80
30/10/2019 22:14:59;1.282,04
30/10/2019 22:15:00;1.283,14
30/10/2019 22:15:02;1.282,05
30/10/2019 22:15:04;1.284,27
30/10/2019 22:15:05;1.283,46
30/10/2019 22:15:14;1.286,21
30/10/2019 22:15:19;1.285,56
30/10/2019 22:15:24;1.287,85
30/10/2019 22:15:25;1.286,80
30/10/2019 22:15:29;1.285,68
30/10/2019 22:15:30;1.286,51
30/10/2019 22:15:40;1.288,49
30/10/2019 22:15:41;1.287,28
30/10/2019 22:15:42;1.288,26
30/10/2019 22:15:44;1.286,45
30/10/2019 22:15:46;1.288,47
30/10/2019 22:15:53;1.286,11
30/10/2019 22:15:54;1.285,21
30/10/2019 22:15:55;1.286,43
30/10/2019 22:15:58;1.285,82
30/10/2019 22:15:59;1.286,89
30/10/2019 22:16:01;1.286,11
30/10/2019 22:16:03;1.288,53
30/10/2019 22:16:07;1.290,15
30/10/2019 22:16:09;1.237,31
30/10/2019 22:16:10;1.120,49
30/10/2019 22:16:11;981,4254
30/10/2019 22:16:12;852,8414
30/10/2019 22:16:13;724,9471
30/10/2019 22:16:14;587,9996
30/10/2019 22:16:15;457,6927
30/10/2019 22:16:16;348,9499
30/10/2019 22:16:17;269,7262
30/10/2019 22:16:18;220,0134
30/10/2019 22:16:19;191,5707
30/10/2019 22:16:20;172,7132
30/10/2019 22:16:22;130,737
30/10/2019 22:16:23;100,8469
30/10/2019 22:16:24;74,55199
30/10/2019 22:16:25;53,15451
30/10/2019 22:16:26;40,81489
30/10/2019 22:16:27;34,53102
30/10/2019 22:16:29;32,37617
30/10/2019 22:16:30;0
30/10/2019 22:18:00;0
30/10/2019 22:18:26;0
30/10/2019 22:18:27;102,3803
30/10/2019 22:18:28;270,3257
30/10/2019 22:18:29;418,9474
30/10/2019 22:18:30;543,2513
30/10/2019 22:18:31;653,9778
30/10/2019 22:18:32;758,9241
30/10/2019 22:18:33;845,8762
30/10/2019 22:18:34;923,6133
30/10/2019 22:18:35;990,2238
30/10/2019 22:18:36;1.042,76
30/10/2019 22:18:37;1.085,89
30/10/2019 22:18:38;1.120,10
30/10/2019 22:18:39;1.148,94
30/10/2019 22:18:40;1.172,01
30/10/2019 22:18:41;1.191,35
30/10/2019 22:18:42;1.209,09
30/10/2019 22:18:43;1.223,92
30/10/2019 22:18:44;1.236,27
30/10/2019 22:18:45;1.245,26
30/10/2019 22:18:46;1.253,83
30/10/2019 22:18:47;1.260,02
30/10/2019 22:18:51;1.274,01
30/10/2019 22:18:54;1.280,99
30/10/2019 22:18:58;1.284,93
30/10/2019 22:19:00;1.286,69
30/10/2019 22:19:05;1.285,26
30/10/2019 22:19:12;1.288,03
30/10/2019 22:19:19;1.289,48
30/10/2019 22:19:20;1.288,46
30/10/2019 22:19:22;1.289,56
30/10/2019 22:19:28;1.287,83
30/10/2019 22:19:41;1.289,21
30/10/2019 22:19:48;1.286,69
30/10/2019 22:19:49;1.287,62
30/10/2019 22:19:51;1.286,34
30/10/2019 22:19:56;1.288,45
30/10/2019 22:20:01;1.287,50
30/10/2019 22:20:03;1.288,22
30/10/2019 22:20:04;1.285,69
30/10/2019 22:20:05;1.210,21
30/10/2019 22:20:06;1.081,16
30/10/2019 22:20:07;949,5659
30/10/2019 22:20:08;817,5876
30/10/2019 22:20:09;687,994
30/10/2019 22:20:10;549,7099
30/10/2019 22:20:11;426,168
30/10/2019 22:20:12;324,8737
30/10/2019 22:20:13;253,6521
30/10/2019 22:20:14;211,5818
30/10/2019 22:20:15;186,3053
30/10/2019 22:20:16;168,2933
30/10/2019 22:20:18;121,0742
30/10/2019 22:20:19;93,24242
30/10/2019 22:20:20;67,3871
30/10/2019 22:20:21;48,33467
30/10/2019 22:20:22;37,99645
30/10/2019 22:20:23;33,666
30/10/2019 22:20:25;32,21323
30/10/2019 22:20:26;0
30/10/2019 22:22:00;0
30/10/2019 22:22:26;0
30/10/2019 22:22:27;272,925
30/10/2019 22:22:29;544,5832
30/10/2019 22:22:31;757,408
30/10/2019 22:22:33;844,3138
30/10/2019 22:22:34;921,0301
30/10/2019 22:22:35;1.041,67
30/10/2019 22:22:37;1.118,50
30/10/2019 22:22:39;1.168,88
30/10/2019 22:22:41;1.205,27
30/10/2019 22:22:43;1.233,34
30/10/2019 22:22:45;1.249,54
30/10/2019 22:22:47;1.260,30
30/10/2019 22:22:49;1.268,14
30/10/2019 22:22:53;1.277,65
30/10/2019 22:22:55;1.280,91
30/10/2019 22:23:01;1.284,11
30/10/2019 22:23:03;1.285,91
30/10/2019 22:23:07;1.284,46
30/10/2019 22:23:11;1.286,10
30/10/2019 22:23:12;1.285,17
30/10/2019 22:23:19;1.283,99
30/10/2019 22:23:21;1.284,98
30/10/2019 22:23:23;1.283,62
30/10/2019 22:23:29;1.285,39
30/10/2019 22:23:33;1.283,42
30/10/2019 22:23:39;1.284,18
30/10/2019 22:23:43;1.287,38
30/10/2019 22:23:47;1.284,09
30/10/2019 22:23:54;1.284,09
30/10/2019 22:23:55;1.281,55
30/10/2019 22:24:03;1.284,90
30/10/2019 22:24:04;1.284,25
30/10/2019 22:24:06;1.285,45
30/10/2019 22:24:10;1.286,10
30/10/2019 22:24:13;1.283,91
30/10/2019 22:24:14;1.284,69
30/10/2019 22:24:19;1.282,57
30/10/2019 22:24:21;1.283,89
30/10/2019 22:24:24;1.282,72
30/10/2019 22:24:26;1.284,68
30/10/2019 22:24:31;1.285,93
30/10/2019 22:24:36;1.283,45
30/10/2019 22:24:47;1.282,09
30/10/2019 22:24:52;1.283,13
30/10/2019 22:24:53;1.273,78
30/10/2019 22:24:54;1.194,40
30/10/2019 22:24:55;1.062,71
30/10/2019 22:24:56;927,2571
30/10/2019 22:24:57;799,819
30/10/2019 22:24:58;660,7097
30/10/2019 22:24:59;523,5679
30/10/2019 22:25:00;404,2124
30/10/2019 22:25:01;309,9071
30/10/2019 22:25:02;243,5106
30/10/2019 22:25:03;204,9756
30/10/2019 22:25:04;180,6086
30/10/2019 22:25:05;163,0978
30/10/2019 22:25:06;143,5998
30/10/2019 22:25:07;116,5773
30/10/2019 22:25:08;89,0749
30/10/2019 22:25:09;63,5259
30/10/2019 22:25:10;44,03088
30/10/2019 22:25:11;34,12814
30/10/2019 22:25:12;0
30/10/2019 22:26:26;0
30/10/2019 22:26:27;102,9135
30/10/2019 22:26:28;271,093
30/10/2019 22:26:29;426,2853
30/10/2019 22:26:30;549,1933
30/10/2019 22:26:31;658,7793
30/10/2019 22:26:32;755,2472
30/10/2019 22:26:33;842,3047
30/10/2019 22:26:34;918,8877
30/10/2019 22:26:35;984,6906
30/10/2019 22:26:36;1.038,62
30/10/2019 22:26:37;1.080,50
30/10/2019 22:26:38;1.115,34
30/10/2019 22:26:39;1.142,63
30/10/2019 22:26:40;1.164,93
30/10/2019 22:26:41;1.184,81
30/10/2019 22:26:42;1.203,23
30/10/2019 22:26:43;1.217,77
30/10/2019 22:26:44;1.229,87
30/10/2019 22:26:45;1.238,50
30/10/2019 22:26:46;1.246,01
30/10/2019 22:26:47;1.252,17
30/10/2019 22:26:48;1.257,25
30/10/2019 22:26:49;1.262,00
30/10/2019 22:26:50;1.266,25
30/10/2019 22:26:52;1.272,56
30/10/2019 22:26:53;1.274,42
30/10/2019 22:26:55;1.276,73
30/10/2019 22:26:59;1.278,58
30/10/2019 22:27:00;1.279,90
30/10/2019 22:27:05;1.282,22
30/10/2019 22:27:06;1.281,37
30/10/2019 22:27:10;1.282,44
30/10/2019 22:27:17;1.279,04
30/10/2019 22:27:18;1.280,37
30/10/2019 22:27:21;1.279,05
30/10/2019 22:27:25;1.280,04
30/10/2019 22:27:26;1.279,27
30/10/2019 22:27:32;1.279,96
30/10/2019 22:27:33;1.279,29
30/10/2019 22:27:40;1.281,10
30/10/2019 22:27:48;1.277,88
30/10/2019 22:27:50;1.278,73
30/10/2019 22:27:51;1.278,09
30/10/2019 22:28:05;1.279,94
30/10/2019 22:28:06;1.278,53
30/10/2019 22:28:13;1.276,88
30/10/2019 22:28:15;1.280,15
30/10/2019 22:28:20;1.277,97
30/10/2019 22:28:23;1.278,67
30/10/2019 22:28:25;1.277,38
30/10/2019 22:28:29;1.279,76
30/10/2019 22:28:34;1.278,16
30/10/2019 22:28:37;1.279,02
30/10/2019 22:28:42;1.277,38
30/10/2019 22:28:48;1.280,10
30/10/2019 22:28:52;1.280,10
30/10/2019 22:28:53;1.267,28
30/10/2019 22:28:54;1.183,55
30/10/2019 22:28:55;1.050,55
30/10/2019 22:28:56;916,1766
30/10/2019 22:28:57;786,0142
30/10/2019 22:28:58;655,4336
30/10/2019 22:28:59;518,799
30/10/2019 22:29:00;400,5017
30/10/2019 22:29:01;307,0667
30/10/2019 22:29:02;241,7687
30/10/2019 22:29:03;203,4944
30/10/2019 22:29:04;180,6436
30/10/2019 22:29:05;161,2107
30/10/2019 22:29:07;116,6377
30/10/2019 22:29:08;87,17422
30/10/2019 22:29:09;62,49261
30/10/2019 22:29:10;43,01003
30/10/2019 22:29:11;33,96639
30/10/2019 22:29:12;0
30/10/2019 22:30:26;0
30/10/2019 22:30:27;106,479
30/10/2019 22:30:28;261,8432
30/10/2019 22:30:29;422,5367
30/10/2019 22:30:30;547,7328
30/10/2019 22:30:31;656,6873
30/10/2019 22:30:32;753,324
30/10/2019 22:30:33;840,5249
30/10/2019 22:30:34;917,1784
30/10/2019 22:30:35;982,4676
30/10/2019 22:30:36;1.039,34
30/10/2019 22:30:37;1.080,86
30/10/2019 22:30:38;1.113,85
30/10/2019 22:30:39;1.140,24
30/10/2019 22:30:40;1.162,62
30/10/2019 22:30:41;1.182,33
30/10/2019 22:30:42;1.199,97
30/10/2019 22:30:43;1.215,37
30/10/2019 22:30:44;1.226,96
30/10/2019 22:30:45;1.237,21
30/10/2019 22:30:46;1.244,33
30/10/2019 22:30:49;1.255,55
30/10/2019 22:30:50;1.258,23
30/10/2019 22:30:51;1.262,98
30/10/2019 22:30:52;1.266,31
30/10/2019 22:30:53;1.268,95
30/10/2019 22:30:55;1.271,07
30/10/2019 22:30:58;1.272,82
30/10/2019 22:31:04;1.278,03
30/10/2019 22:31:05;1.276,86
30/10/2019 22:31:15;1.278,58
30/10/2019 22:31:17;1.276,98
30/10/2019 22:31:18;1.277,79
30/10/2019 22:31:23;1.275,59
30/10/2019 22:31:25;1.277,08
30/10/2019 22:31:26;1.275,98
30/10/2019 22:31:28;1.277,39
30/10/2019 22:31:40;1.275,23
30/10/2019 22:31:43;1.276,74
30/10/2019 22:31:48;1.275,27
30/10/2019 22:31:49;1.276,35
30/10/2019 22:31:50;1.274,75
30/10/2019 22:31:52;1.273,68
30/10/2019 22:31:55;1.274,29
30/10/2019 22:31:56;1.275,77
30/10/2019 22:32:01;1.275,16
30/10/2019 22:32:07;1.276,98
30/10/2019 22:32:15;1.275,40
30/10/2019 22:32:21;1.277,77
30/10/2019 22:32:25;1.277,01
30/10/2019 22:32:26;1.275,80
30/10/2019 22:32:35;1.273,53
30/10/2019 22:32:37;1.272,09
30/10/2019 22:32:42;1.275,49
30/10/2019 22:32:50;1.273,96
30/10/2019 22:32:51;1.275,15
30/10/2019 22:32:53;1.258,52
30/10/2019 22:32:54;1.169,13
30/10/2019 22:32:55;1.035,08
30/10/2019 22:32:56;901,9191
30/10/2019 22:32:57;775,9894
30/10/2019 22:32:58;646,2898
30/10/2019 22:32:59;510,583
30/10/2019 22:33:00;390,6529
30/10/2019 22:33:01;299,5647
30/10/2019 22:33:02;236,3126
30/10/2019 22:33:03;199,818
30/10/2019 22:33:04;177,1615
30/10/2019 22:33:07;124,0787
30/10/2019 22:33:08;94,82849
30/10/2019 22:33:09;68,69767
30/10/2019 22:33:10;48,2612
30/10/2019 22:33:11;33,63282
30/10/2019 22:33:12;30,24857
30/10/2019 22:33:13;0
30/10/2019 22:34:26;0
30/10/2019 22:34:27;117,4631
30/10/2019 22:34:28;283,1796
30/10/2019 22:34:29;427,6214
30/10/2019 22:34:30;552,51
30/10/2019 22:34:31;663,9802
30/10/2019 22:34:32;760,9576
30/10/2019 22:34:33;847,957
30/10/2019 22:34:34;923,3912
30/10/2019 22:34:35;987,9083
30/10/2019 22:34:36;1.043,09
30/10/2019 22:34:37;1.084,21
30/10/2019 22:34:38;1.105,10
30/10/2019 22:34:39;1.132,68
30/10/2019 22:34:40;1.156,57
30/10/2019 22:34:41;1.176,26
30/10/2019 22:34:42;1.211,70
30/10/2019 22:34:44;1.224,32
30/10/2019 22:34:45;1.234,31
30/10/2019 22:34:46;1.248,13
30/10/2019 22:34:49;1.255,14
30/10/2019 22:34:51;1.260,89
30/10/2019 22:34:52;1.266,49
30/10/2019 22:34:55;1.270,35
30/10/2019 22:34:57;1.271,25
30/10/2019 22:34:58;1.273,13
30/10/2019 22:35:01;1.275,11
30/10/2019 22:35:08;1.275,97
30/10/2019 22:35:10;1.274,96
30/10/2019 22:35:12;1.276,26
30/10/2019 22:35:22;1.274,71
30/10/2019 22:35:27;1.277,49
30/10/2019 22:35:30;1.275,87
30/10/2019 22:35:39;1.275,26
30/10/2019 22:35:41;1.274,26
30/10/2019 22:35:46;1.276,78
30/10/2019 22:35:48;1.275,31
30/10/2019 22:35:49;1.275,92
30/10/2019 22:35:50;1.274,82
30/10/2019 22:35:55;1.276,32
30/10/2019 22:35:57;1.275,64
30/10/2019 22:35:58;1.276,51
30/10/2019 22:36:01;1.274,71
30/10/2019 22:36:02;1.262,66
30/10/2019 22:36:03;1.179,84
30/10/2019 22:36:04;1.042,57
30/10/2019 22:36:05;909,5164
30/10/2019 22:36:06;821,2841
30/10/2019 22:36:07;694,0374
30/10/2019 22:36:08;562,3506
30/10/2019 22:36:09;432,6065
30/10/2019 22:36:10;332,1133
30/10/2019 22:36:11;237,3091
30/10/2019 22:36:12;209,2515
30/10/2019 22:36:13;184,945
30/10/2019 22:36:14;165,4559
30/10/2019 22:36:15;147,387
30/10/2019 22:36:16;122,6034
30/10/2019 22:36:17;95,45
30/10/2019 22:36:18;69,18884
30/10/2019 22:36:19;48,99943
30/10/2019 22:36:20;37,38382
30/10/2019 22:36:21;32,24049
30/10/2019 22:36:22;31,48508
30/10/2019 22:36:24;0
30/10/2019 22:38:00;0
30/10/2019 22:38:26;0
30/10/2019 22:38:27;115,0611
30/10/2019 22:38:28;281,4691
30/10/2019 22:38:29;426,1171
30/10/2019 22:38:30;550,1833
30/10/2019 22:38:31;623,2944
30/10/2019 22:38:32;723,0399
30/10/2019 22:38:33;816,2462
30/10/2019 22:38:34;895,9835
30/10/2019 22:38:35;964,4738
30/10/2019 22:38:36;1.022,26
30/10/2019 22:38:37;1.068,01
30/10/2019 22:38:38;1.103,71
30/10/2019 22:38:39;1.132,02
30/10/2019 22:38:40;1.157,73
30/10/2019 22:38:41;1.178,79
30/10/2019 22:38:42;1.196,20
30/10/2019 22:38:43;1.211,99
30/10/2019 22:38:44;1.223,87
30/10/2019 22:38:45;1.233,66
30/10/2019 22:38:46;1.241,42
30/10/2019 22:38:47;1.247,60
30/10/2019 22:38:49;1.257,33
30/10/2019 22:38:50;1.260,21
30/10/2019 22:38:53;1.266,95
30/10/2019 22:38:55;1.270,55
30/10/2019 22:39:02;1.275,04
30/10/2019 22:39:06;1.274,12
30/10/2019 22:39:09;1.275,81
30/10/2019 22:39:10;1.275,00
30/10/2019 22:39:19;1.276,30
30/10/2019 22:39:20;1.275,11
30/10/2019 22:39:24;1.274,33
30/10/2019 22:39:25;1.275,38
30/10/2019 22:39:30;1.272,65
30/10/2019 22:39:34;1.274,78
30/10/2019 22:39:37;1.273,86
30/10/2019 22:39:41;1.274,69
30/10/2019 22:39:55;1.273,46
30/10/2019 22:39:56;1.272,37
30/10/2019 22:40:02;1.272,37
30/10/2019 22:40:03;1.178,21
30/10/2019 22:40:04;1.046,29
30/10/2019 22:40:05;951,1744
30/10/2019 22:40:06;824,7305
30/10/2019 22:40:07;697,8102
30/10/2019 22:40:08;562,7878
30/10/2019 22:40:09;429,7448
30/10/2019 22:40:10;329,981
30/10/2019 22:40:11;255,9906
30/10/2019 22:40:12;211,3158
30/10/2019 22:40:13;184,5154
30/10/2019 22:40:14;166,0679
30/10/2019 22:40:15;148,2828
30/10/2019 22:40:16;122,9423
30/10/2019 22:40:17;95,21538
30/10/2019 22:40:18;69,19714
30/10/2019 22:40:19;49,04209
30/10/2019 22:40:20;36,87962
30/10/2019 22:40:21;31,5224
30/10/2019 22:40:23;30,66212
30/10/2019 22:40:24;0
30/10/2019 22:42:00;0
30/10/2019 22:42:26;0
30/10/2019 22:42:27;68,8061
30/10/2019 22:42:28;235,6857
30/10/2019 22:42:29;387,9387
30/10/2019 22:42:30;516,8521
30/10/2019 22:42:31;629,1197
30/10/2019 22:42:32;729,2136
30/10/2019 22:42:33;820,4327
30/10/2019 22:42:34;899,6937
30/10/2019 22:42:35;968,0311
30/10/2019 22:42:36;1.024,78
30/10/2019 22:42:37;1.069,87
30/10/2019 22:42:38;1.104,56
30/10/2019 22:42:39;1.133,29
30/10/2019 22:42:40;1.156,73
30/10/2019 22:42:41;1.175,65
30/10/2019 22:42:42;1.194,55
30/10/2019 22:42:43;1.210,67
30/10/2019 22:42:44;1.221,90
30/10/2019 22:42:45;1.231,94
30/10/2019 22:42:46;1.240,49
30/10/2019 22:42:47;1.246,27
30/10/2019 22:42:48;1.250,69
30/10/2019 22:42:49;1.254,16
30/10/2019 22:42:53;1.264,63
30/10/2019 22:42:56;1.268,62
30/10/2019 22:43:03;1.271,78
30/10/2019 22:43:04;1.270,83
30/10/2019 22:43:09;1.272,03
30/10/2019 22:43:10;1.273,79
30/10/2019 22:43:15;1.211,34
30/10/2019 22:43:16;1.089,07
30/10/2019 22:43:17;943,2867
30/10/2019 22:43:18;816,4352
30/10/2019 22:43:19;689,0095
30/10/2019 22:43:20;553,2518
30/10/2019 22:43:21;428,9758
30/10/2019 22:43:22;329,6486
30/10/2019 22:43:23;255,6956
30/10/2019 22:43:24;210,2896
30/10/2019 22:43:25;183,6101
30/10/2019 22:43:26;165,0536
30/10/2019 22:43:27;147,208
30/10/2019 22:43:28;122,2699
30/10/2019 22:43:29;94,78049
30/10/2019 22:43:30;69,14855
30/10/2019 22:43:31;48,76895
30/10/2019 22:43:32;37,02834
30/10/2019 22:43:33;31,95787
30/10/2019 22:43:34;31,18824
30/10/2019 22:43:36;0
30/10/2019 22:45:00;0
30/10/2019 22:46:00;0
30/10/2019 22:46:26;0
30/10/2019 22:46:27;66,17014
30/10/2019 22:46:28;232,9129
30/10/2019 22:46:29;384,2203
30/10/2019 22:46:30;512,9719
30/10/2019 22:46:31;626,2023
30/10/2019 22:46:32;725,8596
30/10/2019 22:46:33;820,9344
30/10/2019 22:46:34;900,5374
30/10/2019 22:46:35;967,7231
30/10/2019 22:46:36;1.023,23
30/10/2019 22:46:37;1.067,50
30/10/2019 22:46:38;1.129,97
30/10/2019 22:46:40;1.154,57
30/10/2019 22:46:41;1.174,45
30/10/2019 22:46:42;1.190,68
30/10/2019 22:46:43;1.205,74
30/10/2019 22:46:44;1.218,70
30/10/2019 22:46:45;1.228,68
30/10/2019 22:46:46;1.236,72
30/10/2019 22:46:47;1.243,62
30/10/2019 22:46:48;1.248,46
30/10/2019 22:46:51;1.259,06
30/10/2019 22:46:52;1.261,53
30/10/2019 22:46:57;1.269,14
30/10/2019 22:47:00;1.270,64
30/10/2019 22:47:02;1.272,98
30/10/2019 22:47:07;1.271,96
30/10/2019 22:47:10;1.273,92
30/10/2019 22:47:20;1.272,28
30/10/2019 22:47:25;1.273,36
30/10/2019 22:47:28;1.272,26
30/10/2019 22:47:40;1.271,58
30/10/2019 22:47:41;1.270,74
30/10/2019 22:47:48;1.271,97
30/10/2019 22:47:52;1.270,47
30/10/2019 22:47:54;1.271,34
30/10/2019 22:47:59;1.270,56
30/10/2019 22:48:03;1.207,28
30/10/2019 22:48:04;1.088,95
30/10/2019 22:48:05;947,2486
30/10/2019 22:48:06;812,4412
30/10/2019 22:48:08;549,8978
30/10/2019 22:48:09;426,5567
30/10/2019 22:48:10;327,2662
30/10/2019 22:48:11;253,9004
30/10/2019 22:48:12;208,127
30/10/2019 22:48:13;182,6414
30/10/2019 22:48:14;164,8681
30/10/2019 22:48:15;147,3028
30/10/2019 22:48:16;122,7729
30/10/2019 22:48:17;95,16265
30/10/2019 22:48:18;67,89308
30/10/2019 22:48:19;47,99873
30/10/2019 22:48:20;36,91754
30/10/2019 22:48:21;31,65275
30/10/2019 22:48:23;31,04071
30/10/2019 22:48:24;0
30/10/2019 22:50:00;0
30/10/2019 22:50:26;0
30/10/2019 22:50:27;66,86275
30/10/2019 22:50:28;233,7655
30/10/2019 22:50:29;393,4678
30/10/2019 22:50:30;519,7736
30/10/2019 22:50:31;629,7684
30/10/2019 22:50:32;729,1691
30/10/2019 22:50:33;818,7476
30/10/2019 22:50:34;897,7628
30/10/2019 22:50:35;965,6173
30/10/2019 22:50:36;1.023,35
30/10/2019 22:50:37;1.066,87
30/10/2019 22:50:38;1.101,49
30/10/2019 22:50:39;1.129,12
30/10/2019 22:50:40;1.151,82
30/10/2019 22:50:41;1.171,57
30/10/2019 22:50:42;1.189,31
30/10/2019 22:50:43;1.204,36
30/10/2019 22:50:44;1.217,76
30/10/2019 22:50:45;1.227,59
30/10/2019 22:50:46;1.235,69
30/10/2019 22:50:49;1.250,38
30/10/2019 22:50:50;1.254,13
30/10/2019 22:50:51;1.257,26
30/10/2019 22:50:53;1.262,28
30/10/2019 22:50:58;1.267,07
30/10/2019 22:51:01;1.268,13
30/10/2019 22:51:03;1.270,28
30/10/2019 22:51:07;1.271,39
30/10/2019 22:51:11;1.268,91
30/10/2019 22:51:12;1.203,05
30/10/2019 22:51:13;1.069,12
30/10/2019 22:51:14;933,621
30/10/2019 22:51:15;807,5509
30/10/2019 22:51:16;680,5163
30/10/2019 22:51:17;549,4036
30/10/2019 22:51:18;426,1117
30/10/2019 22:51:19;327,1098
30/10/2019 22:51:20;252,2201
30/10/2019 22:51:21;208,082
30/10/2019 22:51:22;182,6639
30/10/2019 22:51:23;165,1407
30/10/2019 22:51:24;147,2134
30/10/2019 22:51:25;122,2758
30/10/2019 22:51:26;94,82909
30/10/2019 22:51:27;68,70656
30/10/2019 22:51:28;48,22091
30/10/2019 22:51:29;37,39449
30/10/2019 22:51:30;32,51777
30/10/2019 22:51:31;31,91166
30/10/2019 22:51:33;0
30/10/2019 22:53:00;0
30/10/2019 22:54:00;0
30/10/2019 22:54:26;0
30/10/2019 22:54:27;76,26603
30/10/2019 22:54:28;242,8109
30/10/2019 22:54:29;401,535
30/10/2019 22:54:30;528,3569
30/10/2019 22:54:31;638,3375
30/10/2019 22:54:32;735,9696
30/10/2019 22:54:33;824,6778
30/10/2019 22:54:34;903,3831
30/10/2019 22:54:35;970,2624
30/10/2019 22:54:36;1.026,85
30/10/2019 22:54:37;1.069,21
30/10/2019 22:54:38;1.102,82
30/10/2019 22:54:39;1.130,21
30/10/2019 22:54:40;1.153,37
30/10/2019 22:54:41;1.173,39
30/10/2019 22:54:42;1.190,83
30/10/2019 22:54:43;1.205,61
30/10/2019 22:54:44;1.218,13
30/10/2019 22:54:45;1.227,69
30/10/2019 22:54:46;1.236,74
30/10/2019 22:54:49;1.250,05
30/10/2019 22:54:53;1.261,73
30/10/2019 22:54:56;1.266,24
30/10/2019 22:55:02;1.270,49
30/10/2019 22:55:07;1.271,65
30/10/2019 22:55:13;1.270,94
30/10/2019 22:55:21;1.273,08
30/10/2019 22:55:24;1.272,29
30/10/2019 22:55:26;1.273,32
30/10/2019 22:55:27;1.271,75
30/10/2019 22:55:31;1.269,72
30/10/2019 22:55:36;1.273,31
30/10/2019 22:55:40;1.270,31
30/10/2019 22:55:46;1.272,58
30/10/2019 22:55:50;1.270,58
30/10/2019 22:55:52;1.271,22
30/10/2019 22:55:55;1.269,48
30/10/2019 22:55:56;1.266,03
30/10/2019 22:55:57;1.199,20
30/10/2019 22:55:58;1.074,40
30/10/2019 22:55:59;938,9
30/10/2019 22:56:00;813,1244
30/10/2019 22:56:01;677,5349
30/10/2019 22:56:02;542,2761
30/10/2019 22:56:03;419,803
30/10/2019 22:56:04;321,8527
30/10/2019 22:56:05;249,9965
30/10/2019 22:56:06;207,656
30/10/2019 22:56:07;181,9589
30/10/2019 22:56:08;164,0772
30/10/2019 22:56:09;145,6018
30/10/2019 22:56:10;120,5463
30/10/2019 22:56:11;93,01431
30/10/2019 22:56:12;67,34563
30/10/2019 22:56:13;47,1657
30/10/2019 22:56:14;36,4714
30/10/2019 22:56:15;31,21787
30/10/2019 22:56:16;30,6005
30/10/2019 22:56:18;0
30/10/2019 22:58:00;0
30/10/2019 22:58:26;0
